956,Boston Crusaders,7/2/2015,"Foxboro, MA",29,21.85,21.05,71.9,0,71.9
957,Blue Devils,7/2/2015,"Foxboro, MA",32.1,24.55,24.4,81.05,0,81.05
958,Carolina Crown,7/2/2015,"Foxboro, MA",31.8,24.05,24,79.85,0,79.85
959,Crossmen,7/2/2015,"Foxboro, MA",29.1,21.8,20.65,71.55,0,71.55
960,Troopers,7/2/2015,"Foxboro, MA",28.2,20.05,20.35,68.6,0,68.6
961,Jersey Surf,7/2/2015,"Foxboro, MA",24.2,18.1,17.8,60.1,0,60.1
962,The Cadets,7/5/2015,"Clifton, NJ",33.1,24.6,24.85,82.55,0,82.55
963,Blue Devils,7/5/2015,"Clifton, NJ",32.8,24.95,24.85,82.6,0,82.6
964,Carolina Crown,7/5/2015,"Clifton, NJ",32.5,24.9,24.3,81.7,0,81.7
965,Boston Crusaders,7/5/2015,"Clifton, NJ",30.2,22.45,22.7,75.35,0,75.35
966,Jersey Surf,7/5/2015,"Clifton, NJ",23.9,18.95,19.05,61.9,0,61.9
967,Madison Scouts,7/5/2015,"Whitewater, WI",29,21.05,21.65,71.7,0,71.7
968,Bluecoats,7/5/2015,"Whitewater, WI",31.9,23.55,24,79.45,0,79.45
969,The Cavaliers,7/5/2015,"Whitewater, WI",30.2,22.35,22.95,75.5,0,75.5
970,Santa Clara Vanguard,7/5/2015,"Whitewater, WI",31.6,23.3,24.1,79,0,79
971,Blue Stars,7/5/2015,"Whitewater, WI",28.2,20.85,21.95,71,0,71
972,Phantom Regiment,7/5/2015,"Whitewater, WI",29.4,21.9,22.4,73.7,0,73.7
973,Colts,7/5/2015,"Whitewater, WI",27.2,20.3,20.65,68.15,0,68.15
974,Colts,7/7/2015,"Dubuque, IA",27.1,21.35,21,69.45,0,69.45
975,Bluecoats,7/7/2015,"Dubuque, IA",32,24.2,24.15,80.35,0,80.35
976,Phantom Regiment,7/7/2015,"Dubuque, IA",30.1,22.9,22.8,75.8,0,75.8
977,Troopers,7/7/2015,"Dubuque, IA",27.7,21.05,21.4,70.15,0,70.15
978,Spirit of Atlanta,7/7/2015,"Dubuque, IA",27.6,20.3,20.35,68.25,0,68.25
979,Blue Devils,7/8/2015,"Ft. Wayne, IN",33.7,25.25,24.75,83.7,0,83.7
980,Carolina Crown,7/8/2015,"Ft. Wayne, IN",33.5,25.05,24.35,82.9,0,82.9
981,Crossmen,7/8/2015,"Ft. Wayne, IN",29.2,22.7,21.25,73.15,0,73.15
982,Jersey Surf,7/8/2015,"Ft. Wayne, IN",24.8,18.8,18.55,62.15,0,62.15
983,Blue Stars,7/9/2015,"La Crosse, WI",29.7,21.4,22.9,74,0,74
984,Santa Clara Vanguard,7/9/2015,"La Crosse, WI",33.5,24.3,24.5,82.3,0,82.3
985,The Cavaliers,7/9/2015,"La Crosse, WI",31.6,23.05,23.35,78,0,78
986,Madison Scouts,7/9/2015,"La Crosse, WI",30.1,21.6,23,74.7,0,74.7
987,Jersey Surf,7/9/2015,"La Crosse, WI",25.3,17.6,18.95,61.85,0,61.85
988,The Cadets,7/11/2015,"Minneapolis, MN",32.8,25,25.15,82.95,0,82.95
989,Blue Devils,7/11/2015,"Minneapolis, MN",32.6,25.15,25.1,82.85,0,82.85
990,Santa Clara Vanguard,7/11/2015,"Minneapolis, MN",32.2,24.9,24.45,81.55,0,81.55
991,Carolina Crown,7/11/2015,"Minneapolis, MN",31.4,24.7,24.6,80.7,0,80.7
992,The Cavaliers,7/11/2015,"Minneapolis, MN",30.5,23.45,23.7,77.65,0,77.65
993,Phantom Regiment,7/11/2015,"Minneapolis, MN",30.1,23.3,22.85,76.25,0,76.25
994,Blue Stars,7/11/2015,"Minneapolis, MN",28.3,22.3,22.65,73.25,0,73.25
995,Boston Crusaders,7/11/2015,"Minneapolis, MN",28.4,22.3,21.9,72.6,0,72.6
996,Madison Scouts,7/11/2015,"Minneapolis, MN",28.6,21.8,22.7,73.1,0,73.1
997,Crossmen,7/11/2015,"Minneapolis, MN",28.3,22,21.15,71.45,0,71.45
998,Jersey Surf,7/11/2015,"Minneapolis, MN",24.7,18.85,19.6,63.15,0,63.15
999,Blue Knights,7/11/2015,"Denver, CO",32.1,23.7,24.05,79.85,0,79.85
1000,Bluecoats,7/11/2015,"Denver, CO",33.7,24.95,24.85,83.5,0,83.5
1001,Colts,7/11/2015,"Denver, CO",29.4,22.25,21.8,73.45,0,73.45
1002,Troopers,7/11/2015,"Denver, CO",30.4,22.65,22.5,75.55,0,75.55
1003,The Academy,7/11/2015,"Denver, CO",29.8,21.65,22,73.45,0,73.45
1004,Spirit of Atlanta,7/11/2015,"Denver, CO",28.1,21.35,21.65,71.1,0,71.1
1005,Pacific Crest,7/11/2015,"Denver, CO",28,20.45,20.6,69.05,0,69.05
1006,Mandarins,7/11/2015,"Denver, CO",28.6,20.4,20.1,69.1,0,69.1
1007,Seattle Cascades,7/11/2015,"Denver, CO",25.6,19.35,19.2,64.15,0,64.15
1008,The Cadets,7/12/2015,"DeKalb, IL",33.3,25.4,24.95,83.65,0,83.65
1009,Blue Stars,7/12/2015,"Muscatine, IA",29.7,22.85,23.2,75.75,0,75.75
1010,Madison Scouts,7/12/2015,"Muscatine, IA",29.1,22.6,23.35,75.05,0,75.05
1011,Crossmen,7/12/2015,"Muscatine, IA",29.1,22.3,21.9,73.3,0,73.3
1012,Jersey Surf,7/12/2015,"Muscatine, IA",25.3,18.95,19.4,63.65,0,63.65
1013,Phantom Regiment,7/12/2015,"DeKalb, IL",30.8,23.5,23.45,77.75,0,77.75
1014,Carolina Crown,7/12/2015,"DeKalb, IL",32.4,25.35,24.5,82.25,0,82.25
1015,The Cavaliers,7/12/2015,"DeKalb, IL",30.7,23.3,23.3,77.3,0,77.3
1016,Santa Clara Vanguard,7/12/2015,"DeKalb, IL",32.8,24.8,24.45,82.05,0,82.05
1017,Boston Crusaders,7/12/2015,"DeKalb, IL",29.4,22.3,22.3,74,0,74
1018,Blue Devils,7/12/2015,"DeKalb, IL",33.4,25.4,25,83.8,0,83.8
1019,The Cadets,7/13/2015,"Warrensburg, MO",34,25.5,25.45,84.95,0,84.95
1020,Bluecoats,7/13/2015,"Warrensburg, MO",33.2,25.25,25,83.45,0,83.45
1021,Blue Devils,7/13/2015,"Warrensburg, MO",33.8,25.65,25.2,84.65,0,84.65
1022,Phantom Regiment,7/13/2015,"Warrensburg, MO",30.5,23.7,23.5,77.7,0,77.7
1023,The Cavaliers,7/13/2015,"Warrensburg, MO",31.3,23.95,23.9,79.15,0,79.15
1024,Blue Knights,7/13/2015,"Freemont, NE",32.7,24.3,23.9,80.9,0,80.9
1025,The Academy,7/13/2015,"Freemont, NE",30.2,22.1,21.95,74.25,0,74.25
1026,Troopers,7/13/2015,"Freemont, NE",30.5,22.45,22.6,75.55,0,75.55
1027,Spirit of Atlanta,7/13/2015,"Freemont, NE",28.5,20.9,21.3,70.7,0,70.7
1028,Pacific Crest,7/13/2015,"Freemont, NE",28.9,20.5,21,70.4,0,70.4
1029,Mandarins,7/13/2015,"Freemont, NE",28.2,20.65,20.4,69.25,0,69.25
1030,Seattle Cascades,7/13/2015,"Freemont, NE",25.3,19.35,18.95,63.6,0,63.6
1031,Santa Clara Vanguard,7/13/2015,"Warrensburg, MO",32.8,25.15,24.8,82.75,0,82.75
1032,Carolina Crown,7/13/2015,"Warrensburg, MO",32.9,25,24.85,82.75,0,82.75
1033,Blue Knights,7/14/2015,"Great Bend, KS",33,24.65,24.35,82,0,82
1034,Blue Stars,7/14/2015,"Great Bend, KS",30.7,23.1,22.85,76.65,0,76.65
1035,Crossmen,7/14/2015,"Great Bend, KS",30.5,23.55,22.35,76.4,0,76.4
1036,Troopers,7/14/2015,"Great Bend, KS",30.8,22.95,22.4,76.15,0,76.15
1037,The Academy,7/14/2015,"Great Bend, KS",30.6,22.25,22.05,74.9,0,74.9
1038,Blue Devils,7/14/2015,"Bentonville, AR",34.2,25.95,25.35,85.5,0,85.5
1039,Spirit of Atlanta,7/14/2015,"Bentonville, AR",28.7,21.4,21.8,71.9,0,71.9
1040,Jersey Surf,7/14/2015,"Bentonville, AR",26.3,18.2,19.05,63.55,0,63.55
1041,Carolina Crown,7/14/2015,"Bentonville, AR",33.5,25.55,25.2,84.25,0,84.25
1042,Boston Crusaders,7/14/2015,"Bentonville, AR",30.2,23.35,22.85,76.4,0,76.4
1043,Colts,7/14/2015,"Bentonville, AR",29.6,21.65,21.45,72.7,0,72.7
1044,The Cadets,7/15/2015,"Mustang, OK",34.7,25.85,25.9,86.45,0,86.45
1045,Blue Knights,7/15/2015,"Mustang, OK",33.5,24.7,25,83.2,0,83.2
1046,Madison Scouts,7/15/2015,"Mustang, OK",31.5,23.1,24.05,78.65,0,78.65
1047,Colts,7/15/2015,"Mustang, OK",29.3,21.65,21.6,72.55,0,72.55
1048,Troopers,7/15/2015,"Mustang, OK",31.1,22.15,23.2,76.45,0,76.45
1049,Pacific Crest,7/15/2015,"Mustang, OK",29.9,21.15,20.95,72,0,72
1050,Mandarins,7/15/2015,"Mustang, OK",29.1,21,21.35,71.45,0,71.45
1051,Seattle Cascades,7/15/2015,"Mustang, OK",25.8,19.25,20.15,65.2,0,65.2
1052,The Cadets,7/16/2015,"Denton, TX",34.7,25.35,25.85,85.9,0,85.9
1053,Blue Stars,7/16/2015,"Belton, TX",30.8,22.8,23.4,77,0,77
1054,Phantom Regiment,7/16/2015,"Belton, TX",32.3,23.5,24.75,80.55,0,80.55
1055,Blue Knights,7/16/2015,"Belton, TX",33.9,24.35,25.15,83.4,0,83.4
1056,Boston Crusaders,7/16/2015,"Belton, TX",31.8,23.2,23.15,78.15,0,78.15
1057,Madison Scouts,7/16/2015,"Belton, TX",32.7,22.6,24.05,79.35,0,79.35
1058,Crossmen,7/16/2015,"Belton, TX",31.9,23.15,23.55,78.6,0,78.6
1059,The Academy,7/16/2015,"Belton, TX",31.8,22,22.6,76.4,0,76.4
1060,Troopers,7/16/2015,"Belton, TX",31.2,21.8,23.15,76.15,0,76.15
1061,Pacific Crest,7/16/2015,"Belton, TX",29.4,20.95,21.15,71.5,0,71.5
1062,Mandarins,7/16/2015,"Belton, TX",29,20.05,21.25,70.3,0,70.3
1063,The Cavaliers,7/16/2015,"Denton, TX",32.2,23.9,24.15,80.25,0,80.25
1064,Bluecoats,7/16/2015,"Denton, TX",34.3,25.3,25.55,85.15,0,85.15
1065,Carolina Crown,7/16/2015,"Denton, TX",33.9,25.55,25.2,84.65,0,84.65
1066,Santa Clara Vanguard,7/16/2015,"Denton, TX",33.6,25.25,25.2,84.05,0,84.05
1067,Colts,7/16/2015,"Denton, TX",29.6,22.4,22.15,74.15,0,74.15
1068,Spirit of Atlanta,7/16/2015,"Denton, TX",28.8,22.1,21.6,72.5,0,72.5
1069,Jersey Surf,7/16/2015,"Denton, TX",25.5,19.1,18,62.6,0,62.6
1070,Seattle Cascades,7/16/2015,"Denton, TX",26.7,19.35,18.1,64.15,0,64.15
1071,The Cadets,7/17/2015,"Houston, TX",35.3,25.9,26.1,87.3,0,87.3
1072,The Cavaliers,7/17/2015,"Houston, TX",32.9,23.8,24.55,81.25,0,81.25
1073,Phantom Regiment,7/17/2015,"Houston, TX",32.2,24,24.15,80.35,0,80.35
1074,Santa Clara Vanguard,7/17/2015,"Houston, TX",33.6,25.65,25.1,84.35,0,84.35
1075,Blue Devils,7/17/2015,"Houston, TX",35.1,26.1,25.7,86.9,0,86.9
1076,Carolina Crown,7/17/2015,"Houston, TX",33.7,25.6,25.25,84.55,0,84.55
1077,Bluecoats,7/17/2015,"Houston, TX",34.4,25.45,25.4,85.25,0,85.25
1078,Crossmen,7/17/2015,"Houston, TX",31.6,23.45,22.55,77.6,0,77.6
1079,The Cadets,7/18/2015,"San Antonio, TX",35.5,25.9,26.225,87.625,0,87.625
1080,Blue Devils,7/18/2015,"San Antonio, TX",35.1,26.45,25.75,87.3,0,87.3
1081,Bluecoats,7/18/2015,"San Antonio, TX",34.65,25.55,25.425,85.625,0,85.625
1082,Blue Knights,7/18/2015,"San Antonio, TX",33.4,23.95,24.55,81.9,0,81.9
1083,Carolina Crown,7/18/2015,"San Antonio, TX",34.6,25.8,25.8,86.2,0,86.2
1084,Santa Clara Vanguard,7/18/2015,"San Antonio, TX",34.1,25.4,25.325,84.825,0,84.825
1085,Troopers,7/18/2015,"San Antonio, TX",31.25,22.2,22.825,76.275,0,76.275
1086,The Cavaliers,7/18/2015,"San Antonio, TX",33.05,24.3,24.475,81.825,0,81.825
1087,Phantom Regiment,7/18/2015,"San Antonio, TX",33.05,24.15,23.775,80.975,0,80.975
1088,Colts,7/18/2015,"San Antonio, TX",30.1,22.75,22.375,75.225,0,75.225
1089,The Academy,7/18/2015,"San Antonio, TX",29.7,22.6,21.775,74.075,0,74.075
1090,Blue Stars,7/18/2015,"San Antonio, TX",30.9,22.7,23.55,77.15,0,77.15
1091,Boston Crusaders,7/18/2015,"San Antonio, TX",31.35,23.5,22.875,77.725,0,77.725
1092,Crossmen,7/18/2015,"San Antonio, TX",31.15,23.55,22.725,77.425,0,77.425
1093,Madison Scouts,7/18/2015,"San Antonio, TX",32.4,23.3,23.5,79.2,0,79.2
1094,Mandarins,7/18/2015,"San Antonio, TX",28.45,20.2,20.825,69.475,0,69.475
1095,Spirit of Atlanta,7/18/2015,"San Antonio, TX",29.2,21.25,21.35,71.8,0,71.8
1096,Pacific Crest,7/18/2015,"San Antonio, TX",26.5,20.7,20.25,67.45,0,67.45
1097,Seattle Cascades,7/18/2015,"San Antonio, TX",26.3,19.3,18.6,64.2,0,64.2
1098,Jersey Surf,7/18/2015,"San Antonio, TX",25.4,19.1,19.05,63.55,0,63.55
1099,Blue Devils,7/20/2015,"Dallas, TX",35.4,26.65,25.85,87.9,0,87.9
1100,Santa Clara Vanguard,7/20/2015,"Dallas, TX",34.3,25.9,25.7,85.9,0,85.9
1101,Blue Knights,7/20/2015,"Dallas, TX",33.5,24.35,24.85,82.7,0,82.7
1102,Blue Stars,7/20/2015,"Dallas, TX",31.8,23.2,23.95,78.95,0,78.95
1103,Crossmen,7/20/2015,"Dallas, TX",31.4,23.6,23.15,78.15,0,78.15
1104,Colts,7/20/2015,"Dallas, TX",29.9,23,22.55,75.45,0,75.45
1105,Troopers,7/20/2015,"Dallas, TX",30.9,22.2,22.9,76,0,76
1106,Mandarins,7/20/2015,"Dallas, TX",28.4,20.9,21.65,70.95,0,70.95
1107,Bluecoats,7/20/2015,"Lafayette, LA",34.7,25.9,25.9,86.5,0,86.5
1108,Carolina Crown,7/20/2015,"Lafayette, LA",34.9,26,26.05,86.95,0,86.95
1109,Phantom Regiment,7/20/2015,"Lafayette, LA",33.1,24.7,23.9,81.7,0,81.7
1110,Boston Crusaders,7/20/2015,"Lafayette, LA",31.6,23.8,22.65,78.05,0,78.05
1111,Madison Scouts,7/20/2015,"Lafayette, LA",32.3,23.5,24.05,79.85,0,79.85
1112,Spirit of Atlanta,7/20/2015,"Lafayette, LA",29.7,21.6,20.9,72.2,0,72.2
1113,Seattle Cascades,7/20/2015,"Lafayette, LA",26.4,19.9,19.05,65.35,0,65.35
1114,The Cadets,7/21/2015,"Broken Arrow, OK",35.6,26.6,26.5,88.7,0,88.7
1115,Blue Stars,7/21/2015,"Broken Arrow, OK",31,23.75,24.35,79.1,0,79.1
1116,Blue Knights,7/21/2015,"Broken Arrow, OK",33.7,24.65,24.95,83.3,0,83.3
1117,Crossmen,7/21/2015,"Broken Arrow, OK",31.5,24.05,23.65,79.2,0,79.2
1118,Colts,7/21/2015,"Broken Arrow, OK",30.1,23.35,23,76.45,0,76.45
1119,Pacific Crest,7/21/2015,"Broken Arrow, OK",27.5,21.4,21.1,70,0,70
1120,Mandarins,7/21/2015,"Broken Arrow, OK",28.5,21.3,21.65,71.45,0,71.45
1121,Jersey Surf,7/21/2015,"Broken Arrow, OK",25.9,20,19.65,65.55,0,65.55
1122,Bluecoats,7/21/2015,"Ocean Springs, MS",34.9,26.35,26.2,87.45,0,87.45
1123,The Cavaliers,7/21/2015,"Ocean Springs, MS",32.5,24.85,24.9,82.25,0,82.25
1124,Carolina Crown,7/21/2015,"Ocean Springs, MS",35.4,26.55,26.3,88.25,0,88.25
1125,Boston Crusaders,7/21/2015,"Ocean Springs, MS",31.3,23.7,23.6,78.6,0,78.6
1126,The Academy,7/21/2015,"Ocean Springs, MS",30.6,22.7,22.6,75.9,0,75.9
1127,Seattle Cascades,7/21/2015,"Ocean Springs, MS",26.2,19.9,19.15,65.25,0,65.25
1128,Santa Clara Vanguard,7/22/2015,"Little Rock, AR",35.6,26.2,26.45,88.25,0,88.25
1129,Blue Knights,7/22/2015,"Little Rock, AR",34.1,24.8,25.35,84.25,0,84.25
1130,Blue Stars,7/22/2015,"Little Rock, AR",31.6,24,24.75,80.35,0,80.35
1131,Crossmen,7/22/2015,"Little Rock, AR",31.4,24.2,24.2,79.8,0,79.8
1132,Colts,7/22/2015,"Little Rock, AR",30.4,23.45,23.55,77.4,0,77.4
1133,Pacific Crest,7/22/2015,"Little Rock, AR",27.9,22.05,21.6,71.55,0,71.55
1134,Jersey Surf,7/22/2015,"Little Rock, AR",26.5,20.3,20,66.8,0,66.8
1135,Mandarins,7/22/2015,"Little Rock, AR",29.2,21.25,21.8,72.25,0,72.25
1136,Bluecoats,7/22/2015,"Hattiesburg, MS",35.3,26.25,26.3,87.85,0,87.85
1137,Blue Devils,7/22/2015,"Hattiesburg, MS",35.4,26.85,26.55,88.8,0,88.8
1138,The Cavaliers,7/22/2015,"Hattiesburg, MS",33.2,25.25,25.3,83.75,0,83.75
1139,Madison Scouts,7/22/2015,"Hattiesburg, MS",32.8,24.35,24.5,81.65,0,81.65
1140,Troopers,7/22/2015,"Hattiesburg, MS",31.8,23.2,23,78,0,78
1141,The Academy,7/22/2015,"Hattiesburg, MS",30.9,22.65,22.6,76.15,0,76.15
1142,Spirit of Atlanta,7/22/2015,"Hattiesburg, MS",29.7,22.2,21.25,73.15,0,73.15
1143,The Cadets,7/23/2015,"Huntsville, AL",36,26.65,27.1,89.75,0,89.75
1144,Crossmen,7/23/2015,"Huntsville, AL",32.7,24.65,24.7,82.05,0,82.05
1145,The Academy,7/23/2015,"Huntsville, AL",31.1,24.05,23.5,78.65,0,78.65
1146,Troopers,7/23/2015,"Huntsville, AL",32.2,23.85,24,80.05,0,80.05
1147,Pacific Crest,7/23/2015,"Huntsville, AL",29.9,22.3,22.35,74.55,0,74.55
1148,Jersey Surf,7/23/2015,"Huntsville, AL",27,19.85,20.35,67.2,0,67.2
1149,Seattle Cascades,7/23/2015,"Huntsville, AL",26.7,20.05,20,66.75,0,66.75
1150,The Cadets,7/24/2015,"Murfreesboro, TN",35.8,26.4,26.55,88.75,0,88.75
1151,Spirit of Atlanta,7/24/2015,"Opelika, AL",30.3,22.55,22.3,75.15,0,75.15
1152,Blue Stars,7/24/2015,"Opelika, AL",31.9,24.35,24.9,81.15,0,81.15
1153,Madison Scouts,7/24/2015,"Opelika, AL",33,24.5,24.8,82.3,0,82.3
1154,Boston Crusaders,7/24/2015,"Opelika, AL",31.6,24.7,24.45,80.75,0,80.75
1155,Colts,7/24/2015,"Opelika, AL",31.1,23.35,23.55,78,0,78
1156,Mandarins,7/24/2015,"Opelika, AL",29.8,22.05,23,74.85,0,74.85
1157,Genesis,7/24/2015,"Dixon, IL",27,20.1,20.3,67.4,0,67.4
1158,Phantom Regiment,7/24/2015,"Murfreesboro, TN",33.5,24.55,25.1,83.15,0,83.15
1159,The Cavaliers,7/24/2015,"Murfreesboro, TN",33.9,24.8,25.25,83.95,0,83.95
1160,Blue Devils,7/24/2015,"Murfreesboro, TN",36.1,27,26.5,89.6,0,89.6
1161,Santa Clara Vanguard,7/24/2015,"Murfreesboro, TN",34.9,25.95,26.25,87.1,0,87.1
1162,Carolina Crown,7/24/2015,"Murfreesboro, TN",35.9,26.55,26.7,89.15,0,89.15
1163,Blue Knights,7/24/2015,"Murfreesboro, TN",34.4,25.1,25.25,84.75,0,84.75
1164,Bluecoats,7/24/2015,"Murfreesboro, TN",35.7,26.3,26.15,88.15,0,88.15
1165,The Cadets,7/25/2015,"Atlanta, GA",36.85,27.45,27.175,91.475,0,91.475
1166,Carolina Crown,7/25/2015,"Atlanta, GA",21.7,16,15.7,53.4,0,53.4
1167,Blue Devils,7/25/2015,"Atlanta, GA",36.95,27.35,27.2,91.5,0,91.5
1168,Bluecoats,7/25/2015,"Atlanta, GA",36.3,27,27.5,90.8,0,90.8
1169,Blue Knights,7/25/2015,"Atlanta, GA",35.3,26.8,26.975,89.075,0,89.075
1170,Madison Scouts,7/25/2015,"Atlanta, GA",34.25,26.1,25.925,86.275,0,86.275
1171,Phantom Regiment,7/25/2015,"Atlanta, GA",33.7,25,24.775,83.475,0,83.475
1172,The Cavaliers,7/25/2015,"Atlanta, GA",33.9,25.25,25.025,84.175,0,84.175
1173,Boston Crusaders,7/25/2015,"Atlanta, GA",32.7,24.75,24.325,81.775,0,81.775
1174,Blue Stars,7/25/2015,"Atlanta, GA",32.25,24.75,24.1,81.1,0,81.1
1175,Crossmen,7/25/2015,"Atlanta, GA",32.65,24.45,23.675,80.775,0,80.775
1176,Colts,7/25/2015,"Atlanta, GA",31.85,24,23.15,79,0,79
1177,The Academy,7/25/2015,"Atlanta, GA",31.3,23.2,23.25,77.75,0,77.75
1178,Troopers,7/25/2015,"Atlanta, GA",31.65,23.55,23.4,78.6,0,78.6
1179,Mandarins,7/25/2015,"Atlanta, GA",29.55,21.75,22.475,73.775,0,73.775
1180,Spirit of Atlanta,7/25/2015,"Atlanta, GA",30.4,22.25,22.725,75.375,0,75.375
1181,Seattle Cascades,7/25/2015,"Atlanta, GA",28.35,19.7,20.95,69,0,69
1182,Jersey Surf,7/25/2015,"Atlanta, GA",28.25,19.45,20.575,68.275,0,68.275
1183,Pacific Crest,7/25/2015,"Atlanta, GA",29.9,21.95,21.75,73.6,0,73.6
1184,Genesis,7/25/2015,"Oregon, WI",28.2,20.75,20.7,69.65,0,69.65
1185,Santa Clara Vanguard,7/25/2015,"Atlanta, GA",35.85,27.1,26.975,89.925,0.4,89.525
1186,Phantom Regiment,7/27/2015,"Charleston, WV",33.9,25.4,25.45,84.75,0,84.75
1187,Blue Knights,7/27/2015,"Charleston, WV",34.2,26.2,26.3,86.7,0,86.7
1188,Boston Crusaders,7/27/2015,"Charleston, WV",32.7,24.65,24.25,81.6,0,81.6
1189,Mandarins,7/27/2015,"Charleston, WV",29.8,21.95,22.7,74.45,0,74.45
1190,Seattle Cascades,7/27/2015,"Charleston, WV",28.8,20.2,21.25,70.25,0,70.25
1191,Blue Devils,7/27/2015,"Dublin, OH",36.8,27.95,27.05,91.8,0,91.8
1192,Bluecoats,7/27/2015,"Dublin, OH",36.3,27.35,27.1,90.75,0,90.75
1193,Blue Stars,7/27/2015,"Dublin, OH",32.9,25.8,24.9,83.6,0,83.6
1194,Crossmen,7/27/2015,"Dublin, OH",33.4,25.5,24.3,83.2,0,83.2
1195,Troopers,7/27/2015,"Dublin, OH",32.2,23.6,23.9,79.7,0,79.7
1196,Colts,7/27/2015,"Dublin, OH",32.3,24.4,23.2,79.9,0,79.9
1197,Genesis,7/27/2015,"Cedar Rapids, IA",27.2,20.65,20.8,68.65,0,68.65
1198,Colts,7/28/2015,"Erie, PA",32.9,24.45,23.8,81.15,0,81.15
1199,Blue Stars,7/28/2015,"Erie, PA",33.4,25.55,25.1,84.05,0,84.05
1200,Blue Knights,7/28/2015,"Erie, PA",34.9,26.1,26.55,87.55,0,87.55
1201,Crossmen,7/28/2015,"Erie, PA",33.3,25.2,24.95,83.45,0,83.45
1202,Troopers,7/28/2015,"Erie, PA",32.4,24,24.45,80.85,0,80.85
1203,Pacific Crest,7/28/2015,"Erie, PA",29.9,22.1,22.5,74.5,0,74.5
1204,Genesis,7/28/2015,"Kalamazoo, MI",28.3,21.55,21.3,71.15,0,71.15
1205,Carolina Crown,7/28/2015,"Salem, VA",36.8,27.35,27.6,91.75,0,91.75
1206,Madison Scouts,7/28/2015,"Salem, VA",34.3,24.9,25.3,84.5,0,84.5
1207,The Academy,7/28/2015,"Salem, VA",33,23.65,23.75,80.4,0,80.4
1208,Spirit of Atlanta,7/28/2015,"Salem, VA",30.9,23,23.05,76.95,0,76.95
1209,Jersey Surf,7/28/2015,"Salem, VA",28.7,19.9,20.6,69.2,0,69.2
1210,Seattle Cascades,7/28/2015,"Salem, VA",29.3,20.25,21.35,70.9,0,70.9
1211,The Cadets,7/29/2015,"Annapolis, MD",37,27.45,27.95,92.4,0,92.4
1212,The Cavaliers,7/29/2015,"Annapolis, MD",34.3,25.55,25.95,85.8,0,85.8
1213,Madison Scouts,7/29/2015,"Annapolis, MD",34.1,25,25.75,84.85,0,84.85
1214,The Academy,7/29/2015,"Annapolis, MD",32.8,24,24.5,81.3,0,81.3
1215,Spirit of Atlanta,7/29/2015,"Annapolis, MD",31.8,22.9,23.85,78.55,0,78.55
1216,Jersey Surf,7/29/2015,"Annapolis, MD",29,21.05,20.75,70.8,0,70.8
1217,Mandarins,7/29/2015,"Annapolis, MD",30.8,22.55,22.85,76.2,0,76.2
1218,Blue Knights,7/29/2015,"Rome, NY",35.3,26.4,26.75,88.45,0,88.45
1219,Blue Stars,7/29/2015,"Rome, NY",34,25.7,25.4,85.1,0,85.1
1220,Crossmen,7/29/2015,"Rome, NY",34,25.2,25.05,84.25,0,84.25
1221,Colts,7/29/2015,"Rome, NY",32.8,24.45,24.05,81.3,0,81.3
1222,Troopers,7/29/2015,"Rome, NY",32.4,24.1,24.6,81.1,0,81.1
1223,Pacific Crest,7/29/2015,"Rome, NY",29.9,22.4,22.55,74.85,0,74.85
1224,The Cadets,7/30/2015,"Chester, PA",37,27.8,28.3,93.1,0,93.1
1225,Boston Crusaders,7/30/2015,"Quincy, MA",34.3,25.25,25,84.55,0,84.55
1226,Troopers,7/30/2015,"Quincy, MA",33.2,24,24.4,81.6,0,81.6
1227,Colts,7/30/2015,"Quincy, MA",33.7,24.75,23.6,82.05,0,82.05
1228,Pacific Crest,7/30/2015,"Quincy, MA",31.5,23.25,22.45,77.2,0,77.2
1229,Blue Devils,7/30/2015,"Chester, PA",37,28.45,28.3,93.75,0,93.75
1230,Bluecoats,7/30/2015,"Chester, PA",37.5,27.55,28,93.05,0,93.05
1231,The Cavaliers,7/30/2015,"Chester, PA",34.9,25.45,26.6,86.95,0,86.95
1232,Phantom Regiment,7/30/2015,"Chester, PA",34.8,25.85,26.25,86.9,0,86.9
1233,Santa Clara Vanguard,7/30/2015,"Chester, PA",36,27.3,27.35,90.65,0,90.65
1234,Carolina Crown,7/30/2015,"Chester, PA",37.9,27.7,27.9,93.5,0,93.5
1235,Blue Devils,7/31/2015,"Allentown, PA",37.4,28.25,28.075,93.725,0,93.725
1236,Santa Clara Vanguard,7/31/2015,"Allentown, PA",36.25,27,27.325,90.575,0,90.575
1237,Blue Knights,7/31/2015,"Allentown, PA",35.4,25.75,26.725,87.875,0,87.875
1238,The Cavaliers,7/31/2015,"Allentown, PA",34.25,25.35,25.65,85.25,0,85.25
1239,Blue Stars,7/31/2015,"Allentown, PA",33.1,25.35,25.15,83.6,0,83.6
1240,The Academy,7/31/2015,"Allentown, PA",32.05,24.05,24.175,80.275,0,80.275
1241,Spirit of Atlanta,7/31/2015,"Allentown, PA",31.1,23.3,23.5,77.9,0,77.9
1242,Mandarins,7/31/2015,"Allentown, PA",29.7,22.6,22.75,75.05,0,75.05
1243,Seattle Cascades,7/31/2015,"Allentown, PA",28.35,21.3,21.25,70.9,0,70.9
1244,Genesis,7/31/2015,"Avon Lake, OH",29,20.9,22.025,71.925,0,71.925
